#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
type;url;string;string;string
;;nld;nl;Dutch
;;mlc;ml;Cao Lan
;;toc;to;Coyutla Totonac
;;dam;da;Damakawa
;;kuj;ku;Kuria
;;ptp;pt;Patep
;;ayz;ay;Mai Brat
;;tga;tg;Sagalla
;;suc;su;Western Subanon
;;amz;am;Atampaya
;;gva;gv;Guana (Paraguay)
;;sre;sr;Sara
;;kjc;kj;Coastal Konjo
;;mrh;mr;Mara Chin
;;cof;co;Colorado
;;ndv;nd;Ndut
;;bot;bo;Bongo
;;uzs;uz;Southern Uzbek
;;hui;hu;Huli
;;sah;sa;Yakut
;;psu;ps;Sauraseni Prākrit
;;pld;pl;Polari
;;etr;et;Edolo
;;kap;ka;Bezhta
;;omp;om;Old Manipuri
;;abl;ab;Lampung Nyo
;;chv;ch;Chuvash
;;sds;sd;Sened
;;kou;ko;Koke
;;vil;vi;Vilela
;;lou;lo;Louisiana Creole French
;;kra;kr;Kumhali
;;rop;ro;Kriol
;;sdh;sd;Southern Kurdish
;;hab;ha;Hanoi Sign Language
;;kvj;kv;Psikye
;;mrz;mr;Marind
;;kmr;km;Northern Kurdish
;;daj;da;Dar Fur Daju
;;aza;az;Azha
;;kyp;ky;Kang
;;lon;lo;Malawi Lomwe
;;tit;ti;Tinigua
;;the;th;Chitwania Tharu
;;smp;sm;Samaritan
;;tnm;tn;Tabla
;;qul;qu;North Bolivian Quechua
;;ess;es;Central Siberian Yupik
;;bmc;bm;Biem
;;ngb;ng;Northern Ngbandi
;;aac;aa;Ari
;;abd;ab;Manide
;;gur;gu;Farefare
;;sgx;sg;Sierra Leone Sign Language
;;klc;kl;Kolbila
;;saa;sa;Saba
;;noz;no;Nayi
;;nay;na;Narrinyeri
;;bik;bi;Bikol
;;gui;gu;Eastern Bolivian Guaraní
;;isk;is;Ishkashimi
;;kga;kg;Koyaga
;;luc;lu;Aringa
;;ost;os;Osatu
;;arw;ar;Arawak
;;mgu;mg;Mailu
;;slx;sl;Salampasu
;;azt;az;Faire Atta
;;ite;it;Itene
;;ngi;ng;Ngizim
;;asq;as;Austrian Sign Language
;;kyl;ky;Kalapuya
;;frd;fr;Fordata
;;asd;as;Asas
;;knc;kn;Central Kanuri
;;tnw;tn;Tonsawang
;;rmu;rm;Tavringer Romani
;;gdi;gd;Gundi
;;ska;sk;Skagit
;;caz;ca;Canichana
;;mnt;mn;Maykulan
;;hye;hy;Armenian
;;skb;sk;Saek
;;pll;pl;Shwe Palaung
;;swe;sw;Swedish
;;mrv;mr;Mangareva
;;afp;af;Tapei
;;bou;bo;Bondei
;;arv;ar;Arbore
;;nor;no;Norwegian
;;ssf;ss;Thao
;;swg;sw;Swabian
;;guc;gu;Wayuu
;;ayn;ay;Sanaani Arabic
;;krs;kr;Gbaya (Sudan)
;;tls;tl;Tambotalo
;;wal;wa;Wolaytta
;;afh;af;Afrihili
;;lab;la;Linear A
;;mro;mr;Mru
;;xho;xh;Xhosa
;;nyu;ny;Nyungwe
;;cah;ca;Cahuarano
;;kgo;kg;Krongo
;;kwj;kw;Kwanga
;;naj;na;Nalu
;;nyq;ny;Nayini
;;kwa;kw;Dâw
;;amq;am;Amahai
;;plu;pl;Palikúr
;;bmx;bm;Baimak
;;kyz;ky;Kayabí
;;cuq;cu;Cun
;;woy;wo;Weyto
;;amo;am;Amo
;;skz;sk;Sekar
;;zad;za;Cajonos Zapotec
;;ptr;pt;Piamatsina
;;bah;ba;Bahamas Creole English
;;woi;wo;Kamang
;;kyb;ky;Butbut Kalinga
;;xhv;xh;Khua
;;sau;sa;Saleman
;;kys;ky;Baram Kayan
;;tkt;tk;Kathoriya Tharu
;;mtn;mt;Matagalpa
;;kyk;ky;Kamayo
;;tek;te;Ibali Teke
;;gnd;gn;Zulgo-Gemzek
;;pac;pa;Pacoh
;;tti;tt;Tobati
;;smc;sm;Som
;;rmh;rm;Murkim
;;fip;fi;Fipa
;;msl;ms;Molof
;;nec;ne;Nedebang
;;suk;su;Sukuma
;;kko;kk;Karko
;;nvm;nv;Namiae
;;teb;te;Tetete
;;csy;cs;Siyin Chin
;;stw;st;Satawalese
;;mll;ml;Malua Bay
;;zhd;zh;Dai Zhuang
;;snp;sn;Siane
;;tni;tn;Tandia
;;sev;se;Nyarafolo Senoufo
;;tgl;tg;Tagalog
;;suv;su;Sulung
;;asr;as;Asuri
;;lbb;lb;Label
;;anp;an;Angika
;;zho;zh;Chinese
;;mtu;mt;Tututepec Mixtec
;;ele;el;Elepi
;;nez;ne;Nez Perce
;;mky;mk;East Makian
;;pas;pa;Papasena
;;ngm;ng;Ngatik Men's Creole
;;zau;za;Zangskari
;;bir;bi;Bisorio
;;haw;ha;Hawaiian
;;sel;se;Selkup
;;mhu;mh;Digaro-Mishmi
;;frr;fr;Northern Frisian
;;gaf;ga;Gende
;;tij;ti;Tilung
;;akz;ak;Alabama
;;zak;za;Zanaki
;;crj;cr;Southern East Cree
;;kvt;kv;Lahta Karen
;;bgg;bg;Bugun
;;sdu;sd;Sarudu
;;sso;ss;Sissano
;;ndl;nd;Ndolo
;;eus;eu;Basque
;;haj;ha;Hajong
;;cox;co;Nanti
;;anw;an;Anaang
;;nne;nn;Ngandyera
;;fon;fo;Fon
;;kab;ka;Kabyle
;;nok;no;Nooksack
;;tya;ty;Tauya
;;seo;se;Suarmin
;;sgs;sg;Samogitian
;;mgd;mg;Moru
;;kix;ki;Khiamniungan Naga
;;tia;ti;Tidikelt Tamazight
;;tor;to;Togbo-Vara Banda
;;naq;na;Nama (Namibia)
;;bre;br;Breton
;;cra;cr;Chara
;;smj;sm;Lule Sami
;;srx;sr;Sirmauri
;;dek;de;Dek
;;mgk;mg;Mawes
;;knu;kn;Kono (Guinea)
;;kjk;kj;Highland Konjo
;;nnj;nn;Nyangatom
;;tet;te;Tetum
;;ask;as;Ashkun
;;kgx;kg;Kamaru
;;ksi;ks;Krisa
;;bnp;bn;Bola
;;liw;li;Col
;;mng;mn;Eastern Mnong
;;cht;ch;Cholón
;;low;lo;Tampias Lobu
;;akd;ak;Ukpet-Ehom
;;tsv;ts;Tsogo
;;amj;am;Amdang
;;soj;so;Soi
;;skh;sk;Sikule
;;bsr;bs;Bassa-Kontagora
;;zuh;zu;Tokano
;;kgl;kg;Kunggari
;;wof;wo;Gambian Wolof
;;cog;co;Chong
;;tkm;tk;Takelma
;;sii;si;Shom Peng
;;rmn;rm;Balkan Romani
;;gul;gu;Sea Island Creole English
;;coo;co;Comox
;;akp;ak;Siwu
;;soa;so;Thai Song
;;kom;ko;Komi
;;kvc;kv;Kove
;;cum;cu;Cumeral
;;hin;hi;Hindi
;;svs;sv;Savosavo
;;lnn;ln;Lorediakarkar
;;try;tr;Turung
;;lua;lu;Luba-Lulua
;;myf;my;Bambassi
;;haa;ha;Han
;;hib;hi;Hibito
;;kwd;kw;Kwaio
;;nof;no;Nomane
;;aak;aa;Ankave
;;nyf;ny;Giryama
;;nlj;nl;Nyali
;;brt;br;Bitare
;;rmw;rm;Welsh Romani
;;nny;nn;Nyangga
;;sou;so;Southern Thai
;;yok;yo;Yokuts
;;eng;en;English
;;bgf;bg;Bangandu
;;bni;bn;Bangi
;;yiy;yi;Yir Yoront
;;mil;mi;Peñoles Mixtec
;;nre;nr;Southern Rengma Naga
;;arb;ar;Standard Arabic
;;avl;av;Eastern Egyptian Bedawi Arabic
;;hru;hr;Hruso
;;loe;lo;Saluan
;;kot;ko;Lagwan
;;urv;ur;Uruava
;;myu;my;Mundurukú
;;miu;mi;Cacaloxtepec Mixtec
;;klu;kl;Klao
;;kwv;kw;Sara Kaba Náà
;;bgu;bg;Mbongno
;;srk;sr;Serudung Murut
;;tsh;ts;Tsuvan
;;tlh;tl;Klingon
;;slp;sl;Lamaholot
;;see;se;Seneca
;;kai;ka;Karekare
;;pto;pt;Zo'é
;;twe;tw;Tewa (Indonesia)
;;vit;vi;Viti
;;kvi;kv;Kwang
;;csh;cs;Asho Chin
;;abv;ab;Baharna Arabic
;;aat;aa;Arvanitika Albanian
;;ngu;ng;Guerrero Nahuatl
;;ikw;ik;Ikwere
;;yiz;yi;Azhe
;;aym;ay;Aymara
;;abk;ab;Abkhazian
;;klz;kl;Kabola
;;tgb;tg;Tobilung
;;dax;da;Dayi
;;lom;lo;Loma (Liberia)
;;tsu;ts;Tsou
;;taz;ta;Tocho
;;tyz;ty;Tày
;;kui;ku;Kuikúro-Kalapálo
;;hax;ha;Southern Haida
;;coe;co;Koreguaje
;;kiw;ki;Northeast Kiwai
;;tag;ta;Tagoi
;;bmm;bm;Northern Betsimisaraka Malagasy
;;tnn;tn;North Tanna
;;thf;th;Thangmi
;;ana;an;Andaqui
;;lao;la;Lao
;;cso;cs;Sochiapam Chinantec
;;ssi;ss;Sansi
;;hre;hr;Hre
;;sgp;sg;Singpho
;;scw;sc;Sha
;;bem;be;Bemba (Zambia)
;;stn;st;Owa
;;tht;th;Tahltan
;;plw;pl;Brooke's Point Palawano
;;lia;li;West-Central Limba
;;ngj;ng;Ngie
;;gvs;gv;Gumawana
;;gnz;gn;Ganzi
;;mhz;mh;Mor (Mor Islands)
;;luk;lu;Lunanakha
;;msq;ms;Caac
;;cyo;cy;Cuyonon
;;ttm;tt;Northern Tutchone
;;yis;yi;Yis
;;nbc;nb;Chang Naga
;;sij;si;Numbami
;;lgt;lg;Pahi
;;tgw;tg;Tagwana Senoufo
;;kii;ki;Kitsai
;;ngx;ng;Nggwahyi
;;boe;bo;Mundabli
;;huu;hu;Murui Huitoto
;;kue;ku;Kuman
;;bmd;bm;Baga Manduri
;;mlm;ml;Mulam
;;biw;bi;Kol (Cameroon)
;;tll;tl;Tetela
;;enn;en;Engenni
;;ure;ur;Uru
;;mnp;mn;Min Bei Chinese
;;lno;ln;Lango (Sudan)
;;chb;ch;Chibcha
;;csd;cs;Chiangmai Sign Language
;;itm;it;Itu Mbon Uzo
;;kjd;kj;Southern Kiwai
;;ikp;ik;Ikpeshi
;;chl;ch;Cahuilla
;;bsi;bs;Bassossi
;;pic;pi;Pinji
;;dal;da;Dahalo
;;mho;mh;Mashi (Zambia)
;;cuw;cu;Chukwa
;;cet;ce;Centúúm
;;lgk;lg;Lingarak
;;kmk;km;Limos Kalinga
;;miz;mi;Coatzospan Mixtec
;;taq;ta;Tamasheq
;;dae;da;Duupa
;;knt;kn;Panoan Katukína
;;nbx;nb;Ngura
;;mtg;mt;Una
;;avo;av;Agavotaguerra
;;frc;fr;Cajun French
;;mri;mr;Maori
;;knj;kn;Western Kanjobal
;;kgc;kg;Kasseng
;;mld;ml;Malakhel
;;wam;wa;Wampanoag
;;tro;tr;Tarao Naga
;;mrl;mr;Mortlockese
;;ojv;oj;Ontong Java
;;kyo;ky;Kelon
;;smx;sm;Samba
;;hoz;ho;Hozo
;;krb;kr;Karkin
;;plc;pl;Central Palawano
;;scn;sc;Sicilian
;;naz;na;Coatepec Nahuatl
;;iap;ia;Iapama
;;vot;vo;Votic
;;guq;gu;Aché
;;aro;ar;Araona
;;sni;sn;Sensi
;;ojs;oj;Severn Ojibwa
;;asp;as;Algerian Sign Language
;;kkh;kk;Khün
;;bef;be;Benabena
;;sin;si;Sinhala
;;tgi;tg;Lawunuia
;;abc;ab;Ambala Ayta
;;tiq;ti;Tiéfo
;;msz;ms;Momare
;;huh;hu;Huilliche
;;tos;to;Highland Totonac
;;mgv;mg;Matengo
;;smq;sm;Samo
;;tgp;tg;Tangoa
;;ngn;ng;Ngwo
;;yil;yi;Yindjilandji
;;idc;id;Idon
;;huo;hu;Hu
;;siw;si;Siwai
;;nlo;nl;Ngul
;;mnu;mn;Mer
;;twm;tw;Tawang Monpa
;;ayh;ay;Hadrami Arabic
;;trd;tr;Turi
;;not;no;Nomatsiguenga
;;uru;ur;Urumi
;;ksz;ks;Kodaku
;;nnk;nn;Nankina
;;url;ur;Urali
;;gla;gl;Scottish Gaelic
;;kaq;ka;Capanahua
;;aee;ae;Northeast Pashayi
;;thq;th;Kochila Tharu
;;mhc;mh;Mocho
;;vif;vi;Vili
;;swl;sw;Swedish Sign Language
;;bao;ba;Waimaha
;;osp;os;Old Spanish
;;lac;la;Lacandon
;;quz;qu;Cusco Quechua
;;lap;la;Laka (Chad)
;;tth;tt;Upper Ta'oih
;;pim;pi;Powhatan
;;beh;be;Biali
;;mke;mk;Mawchi
;;sws;sw;Seluwasan
;;aen;ae;Armenian Sign Language
;;amc;am;Amahuaca
;;bgt;bg;Bughotu
;;sks;sk;Maia
;;sqs;sq;Sri Lankan Sign Language
;;kjz;kj;Bumthangkha
;;ndz;nd;Ndogo
;;tod;to;Toma
;;qud;qu;Calderón Highland Quichua
;;kjr;kj;Kurudu
;;nlc;nl;Nalca
;;lur;lu;Laura
;;bhr;bh;Bara Malagasy
;;tlv;tl;Taliabu
;;snb;sn;Sebuyau
;;heb;he;Hebrew
;;sgy;sg;Sanglechi
;;nas;na;Naasioi
;;chk;ch;Chuukese
;;cag;ca;Nivaclé
;;saw;sa;Sawi
;;krn;kr;Sapo
;;boj;bo;Anjam
;;kax;ka;Kao
;;ltg;lt;Latgalian
;;msa;ms;Malay (macrolanguage)
;;bhx;bh;Bhalay
;;sub;su;Suku
;;msv;ms;Maslam
;;isa;is;Isabi
